timestamp,server_id,cpu_pct,ram_pct,disk_io_mbps,net_mbps,temp_celsius,disk_used_pct,is_anomaly,anomaly_type
2014-04-13 08:24:00,server-04,93.29,70.37,25.37,14.57,78.92,43.64,True,cpu_spike
2014-04-13 13:45:00,server-03,0.07,5.0,3.93,13.33,31.77,47.93,False,normal
2014-03-11 05:24:00,server-06,26.11,24.76,0.0,15.1,42.18,66.24,True,thermal_event
2014-02-22 08:50:00,server-08,6.05,13.82,3.77,14.05,32.02,63.48,False,normal
2014-04-06 22:59:00,server-05,34.02,21.59,24.26,6.36,46.74,44.07,False,normal
2014-02-24 05:10:00,server-08,5.84,5.0,11.05,5.52,30.34,57.4,False,normal
2014-04-16 00:49:00,server-04,94.25,78.46,31.11,17.93,77.92,48.48,True,cpu_spike
2014-04-21 19:49:00,server-04,92.21,84.4,32.59,27.59,77.69,46.08,True,cpu_spike
2014-04-13 22:00:00,server-03,76.73,65.21,30.96,19.44,68.34,57.44,False,normal
2014-02-25 15:55:00,server-10,7.46,15.4,9.77,16.75,31.41,72.38,False,normal
2014-03-15 02:40:00,server-10,4.74,7.94,23.34,17.12,31.66,73.48,False,normal
2014-04-08 08:29:00,server-05,33.16,24.48,20.33,11.66,44.27,69.65,False,normal
2014-02-17 01:50:00,server-01,0.13,5.56,21.26,12.19,29.77,63.05,False,normal
2014-04-05 15:39:00,server-05,34.67,24.19,4.53,8.36,46.36,56.16,False,normal
2014-04-07 16:00:00,server-03,5.73,5.0,7.36,19.6,33.95,55.9,False,normal
2014-04-17 14:44:00,server-07,11.24,15.12,2.68,0.19,36.42,57.48,False,normal
2014-02-25 21:55:00,server-02,1.77,5.0,13.84,10.19,28.82,46.11,False,normal
2014-04-09 11:50:00,server-03,0.1,5.0,10.94,19.22,27.9,58.55,True,thermal_event
2014-03-11 02:50:00,server-10,0.73,5.0,11.63,9.19,29.38,49.02,False,normal
2014-03-08 03:25:00,server-10,21.36,23.01,12.32,15.73,43.12,74.39,False,normal
2014-03-14 09:20:00,server-09,0.04,6.33,2.31,11.45,30.59,68.94,False,normal
2014-03-14 00:35:00,server-09,0.07,5.0,15.01,12.04,30.33,46.62,False,normal
2014-04-12 21:39:00,server-07,21.81,12.55,13.59,0.24,38.81,57.62,False,normal
2014-04-15 21:05:00,server-03,0.07,5.0,24.2,16.92,29.8,50.89,False,normal
2014-03-05 00:24:00,server-06,12.98,17.26,0.0,7.19,38.39,63.35,False,normal
2014-03-06 05:24:00,server-06,16.07,7.03,0.0,4.69,38.57,72.13,False,normal
2014-04-07 13:25:00,server-03,0.07,7.18,20.56,11.62,32.76,58.7,False,normal
2014-04-10 17:54:00,server-04,93.83,70.07,34.74,15.67,74.08,69.73,True,cpu_spike
2014-03-14 23:09:00,server-06,53.08,43.3,407.53,1.15,56.6,74.18,True,disk_failure
2014-02-15 10:25:00,server-08,6.06,13.2,20.78,11.47,35.02,62.57,False,normal
2014-02-23 08:55:00,server-08,6.04,10.16,12.65,6.64,31.58,50.16,False,normal
2014-02-15 14:50:00,server-08,6.23,9.31,9.51,3.63,33.27,64.46,False,normal
2014-02-16 20:55:00,server-01,0.13,7.02,17.45,10.64,32.11,70.68,False,normal
2014-02-17 04:15:00,server-02,1.83,11.46,16.79,7.55,28.89,69.78,False,normal
2014-02-20 23:45:00,server-01,0.13,5.0,19.6,3.15,29.64,46.19,False,normal
2014-02-21 17:40:00,server-02,2.02,8.11,20.41,8.3,32.95,68.89,False,normal
2014-02-15 19:25:00,server-01,0.07,5.0,2.73,19.02,27.15,50.98,False,normal
2014-03-13 01:05:00,server-10,1.8,5.0,4.79,8.38,33.76,48.13,False,normal
2014-02-19 01:40:00,server-01,0.07,7.65,23.07,13.0,31.63,54.22,False,normal
2014-02-16 10:50:00,server-10,0.04,8.04,23.47,1.73,31.32,68.66,False,normal
2014-03-06 00:19:00,server-06,16.33,21.37,0.0,9.71,35.56,42.69,False,normal
2014-04-09 14:29:00,server-05,33.31,30.39,18.02,3.09,44.88,73.26,False,normal
2014-04-23 19:39:00,server-07,27.2,29.34,8.29,0.22,40.77,54.42,False,normal
2014-04-10 18:40:00,server-03,99.31,79.8,14.83,30.11,78.83,70.4,True,cpu_spike
2014-04-04 16:45:00,server-03,0.1,5.0,5.98,1.58,28.3,64.95,False,normal
2014-03-14 18:59:00,server-06,18.21,22.37,0.0,8.79,39.98,69.55,False,normal
2014-02-22 01:05:00,server-10,5.27,8.69,18.25,17.86,31.27,55.42,False,normal
2014-04-10 02:09:00,server-04,89.17,75.93,23.1,23.98,76.91,71.46,True,cpu_spike
2014-04-10 16:04:00,server-07,19.85,8.33,4.95,0.23,37.14,73.02,False,normal
2014-02-20 16:30:00,server-02,1.73,10.55,24.46,19.45,32.42,60.07,False,normal
2014-02-18 06:55:00,server-02,1.77,5.0,13.55,12.61,29.83,59.31,False,normal
2014-04-15 16:44:00,server-05,99.39,93.15,19.34,23.05,77.23,44.37,True,cpu_spike
2014-03-15 10:20:00,server-10,19.81,17.04,9.74,10.12,39.06,58.53,False,normal
2014-02-24 11:30:00,server-10,20.03,9.48,10.0,17.64,39.37,43.74,False,normal
2014-02-21 16:40:00,server-08,6.04,5.0,11.93,17.26,32.82,48.31,False,normal
2014-02-14 00:00:00,server-09,1.45,5.0,3.31,19.78,31.61,67.67,False,normal
2014-04-23 20:54:00,server-07,27.94,22.93,3.68,0.22,41.85,54.81,False,normal
2014-04-15 18:00:00,server-03,1.49,5.0,20.79,17.01,28.78,54.58,False,normal
2014-03-03 16:30:00,server-10,2.09,11.04,8.8,1.69,31.9,67.59,False,normal
2014-04-22 10:59:00,server-07,21.29,11.94,17.51,0.19,39.4,50.18,False,normal
2014-02-15 03:45:00,server-08,6.06,5.0,4.18,6.98,35.21,47.49,False,normal
2014-02-23 02:50:00,server-02,1.8,5.0,23.5,4.64,30.46,74.22,False,normal
2014-04-20 09:34:00,server-07,14.08,15.89,12.88,0.21,37.91,41.46,False,normal
2014-03-04 14:49:00,server-06,26.43,28.07,0.0,10.78,45.31,62.3,False,normal
2014-04-16 10:19:00,server-04,24.94,28.45,12.1,12.51,40.14,55.18,True,thermal_event
2014-02-22 16:50:00,server-08,6.02,5.0,13.83,4.17,34.28,51.83,False,normal
2014-03-06 02:10:00,server-10,0.04,9.62,2.74,19.73,29.11,59.7,False,normal
2014-04-12 20:19:00,server-04,96.51,78.72,23.29,15.04,77.0,60.13,True,cpu_spike
2014-02-23 09:40:00,server-01,0.13,8.97,11.37,7.5,31.38,59.33,False,normal
2014-04-09 14:00:00,server-03,0.1,5.0,18.68,9.16,32.73,73.82,True,thermal_event
2014-03-03 18:05:00,server-09,3.06,5.0,21.1,1.03,33.65,53.45,False,normal
2014-03-15 03:10:00,server-09,17.3,5.0,2.91,6.46,40.68,56.17,False,normal
2014-04-03 19:30:00,server-03,0.07,6.41,6.88,6.01,28.08,67.56,False,normal
2014-02-19 11:50:00,server-01,0.13,5.0,4.78,11.86,27.99,53.0,False,normal
2014-02-28 04:35:00,server-02,1.8,9.37,8.08,19.77,30.0,44.09,False,normal
2014-03-08 00:04:00,server-06,15.65,14.38,0.0,16.43,37.9,55.93,False,normal
2014-04-14 12:09:00,server-07,28.37,20.12,18.37,3.09,41.27,65.88,False,normal
2014-02-26 01:25:00,server-09,33.48,18.68,23.83,14.54,44.04,74.11,False,normal
2014-03-02 22:39:00,server-06,20.67,22.4,0.0,4.76,40.85,58.98,False,normal
2014-04-13 21:39:00,server-05,34.57,38.64,10.76,16.78,46.85,53.4,False,normal
2014-03-10 10:25:00,server-09,28.76,32.94,19.83,3.55,44.03,41.17,False,normal
2014-04-17 09:59:00,server-07,27.73,26.32,16.35,0.19,43.52,65.59,False,normal
2014-02-25 15:10:00,server-08,14.87,5.94,14.17,11.51,34.67,53.35,True,thermal_event
2014-02-15 11:45:00,server-08,6.25,12.99,6.54,4.4,35.3,54.15,False,normal
2014-02-21 20:35:00,server-10,28.23,20.08,23.91,15.92,43.97,69.38,False,normal
2014-04-13 15:54:00,server-05,35.31,38.92,4.03,13.48,49.56,49.69,False,normal
2014-02-15 20:20:00,server-02,1.73,5.0,15.04,15.99,30.19,62.95,False,normal
2014-04-17 02:24:00,server-04,91.17,86.01,22.19,30.9,73.79,58.57,True,cpu_spike
2014-02-23 00:05:00,server-01,0.13,6.78,8.3,10.4,32.97,48.59,False,normal
2014-02-19 18:20:00,server-01,0.13,5.0,10.34,2.4,27.76,50.17,False,normal
2014-04-14 15:30:00,server-03,0.1,5.0,18.18,4.87,30.41,44.86,False,normal
2014-03-01 23:35:00,server-09,53.68,43.25,21.87,14.97,59.24,42.76,False,normal
2014-03-14 15:34:00,server-06,16.47,5.76,0.0,18.36,40.68,66.25,False,normal
2014-03-09 11:54:00,server-06,10.74,5.0,0.0,7.76,33.89,50.35,False,normal
2014-02-25 15:50:00,server-01,0.13,5.0,12.3,3.81,31.39,74.1,False,normal
2014-03-11 11:20:00,server-09,18.35,5.99,18.79,1.29,39.2,40.68,False,normal
2014-02-26 15:05:00,server-01,0.07,6.89,10.48,16.98,32.48,56.12,True,thermal_event
2014-03-11 15:04:00,server-06,10.4,5.0,0.0,14.14,37.95,47.21,True,thermal_event
2014-03-14 17:00:00,server-09,46.97,31.16,15.45,2.07,54.37,68.91,False,normal
2014-04-03 15:04:00,server-05,42.56,43.14,15.07,3.32,51.25,58.28,False,normal
2014-02-26 19:15:00,server-02,1.77,7.79,14.48,10.04,29.04,40.26,False,normal
2014-03-16 19:59:00,server-06,12.72,19.48,0.0,16.01,37.22,56.56,False,normal
2014-04-15 04:49:00,server-05,99.39,82.9,15.09,21.7,80.9,68.58,True,cpu_spike
2014-02-24 05:00:00,server-01,0.13,5.0,20.73,7.28,30.23,63.37,False,normal
2014-03-08 11:25:00,server-10,2.42,5.0,8.33,15.16,33.81,50.63,False,normal
2014-03-02 01:50:00,server-10,0.03,5.0,16.46,8.09,32.68,69.68,False,normal
2014-03-10 02:20:00,server-10,8.73,5.0,9.32,17.74,35.31,42.34,False,normal
2014-03-13 00:15:00,server-09,5.97,12.39,24.48,1.34,34.95,50.79,False,normal
2014-02-16 09:15:00,server-02,1.76,5.0,9.43,15.4,29.75,42.63,False,normal
2014-02-21 01:25:00,server-01,0.07,5.0,16.52,7.8,32.42,50.39,False,normal
2014-02-23 11:45:00,server-10,0.04,5.0,18.86,17.05,29.57,53.06,False,normal
2014-02-17 00:55:00,server-08,6.25,8.32,15.22,13.59,32.96,73.61,False,normal
2014-03-13 20:50:00,server-10,10.46,6.13,14.98,8.38,38.08,41.15,False,normal
2014-02-18 09:05:00,server-10,26.18,13.75,12.16,11.13,40.93,51.89,False,normal
2014-03-08 12:29:00,server-06,29.15,23.86,0.0,2.63,43.6,62.29,False,normal
2014-02-22 13:30:00,server-02,1.8,5.0,3.75,15.53,29.2,51.23,False,normal
2014-03-08 21:10:00,server-09,0.06,5.0,15.07,11.14,29.66,59.83,False,normal
2014-03-07 01:34:00,server-06,22.4,13.05,0.0,10.9,39.07,53.6,False,normal
2014-02-28 14:20:00,server-02,1.82,5.0,2.15,4.75,28.03,54.71,False,normal
2014-02-26 09:45:00,server-08,13.8,6.02,20.99,4.15,39.55,45.78,False,normal
2014-04-10 05:24:00,server-07,10.7,16.83,16.54,0.23,33.41,44.64,False,normal
2014-02-14 00:00:00,server-10,1.61,7.99,21.28,12.76,31.02,60.04,False,normal
2014-02-26 08:20:00,server-08,15.56,12.99,18.56,4.09,40.23,53.03,False,normal
2014-03-01 21:35:00,server-10,21.54,28.29,14.82,16.04,41.63,74.29,False,normal
2014-04-05 02:19:00,server-05,32.75,35.17,21.94,9.41,43.39,50.42,False,normal
2014-03-01 13:20:00,server-10,5.84,5.0,21.31,12.78,34.5,59.18,False,normal
2014-02-22 19:10:00,server-02,2.06,5.0,21.9,10.25,28.27,62.76,False,normal
2014-04-11 18:09:00,server-05,37.46,29.74,11.2,14.32,50.14,73.22,False,normal
2014-02-24 21:15:00,server-02,1.76,9.14,20.42,9.03,28.65,49.52,False,normal
2014-02-25 18:00:00,server-01,0.13,5.0,2.61,9.88,31.99,58.92,False,normal
2014-02-23 14:30:00,server-10,1.43,5.0,5.62,15.36,32.5,53.58,False,normal
2014-03-14 17:35:00,server-10,1.19,5.0,15.43,13.91,32.31,60.47,False,normal
2014-04-15 18:24:00,server-07,26.25,31.56,15.91,0.36,43.91,45.41,True,thermal_event
2014-02-27 15:45:00,server-09,16.74,20.7,7.1,7.54,35.58,49.44,False,normal
2014-04-06 03:19:00,server-05,36.57,28.55,15.24,7.12,45.61,69.55,False,normal
2014-02-22 16:20:00,server-08,6.04,5.0,13.4,16.83,34.54,71.54,False,normal
2014-02-21 16:15:00,server-09,10.83,5.0,13.31,8.3,34.98,45.25,False,normal
2014-02-28 04:00:00,server-01,0.13,5.0,14.24,8.11,29.64,66.3,False,normal
2014-02-27 08:55:00,server-01,0.2,5.0,18.33,18.77,28.07,54.63,True,thermal_event
2014-02-14 00:00:00,server-10,9.14,9.55,8.58,12.2,32.0,59.2,False,normal
2014-02-16 19:00:00,server-02,1.77,5.0,7.82,19.33,29.11,66.35,False,normal
2014-03-13 22:55:00,server-10,45.67,43.39,15.19,2.41,50.45,60.09,False,normal
2014-02-25 07:00:00,server-08,6.46,5.0,16.15,17.24,35.33,46.85,True,thermal_event
2014-04-04 22:14:00,server-05,36.43,36.58,11.11,1.63,45.48,50.71,False,normal
2014-04-06 03:20:00,server-03,0.07,5.0,21.0,7.06,29.75,40.69,False,normal
2014-03-06 20:35:00,server-10,45.74,41.13,22.43,8.08,51.27,64.41,False,normal
2014-02-22 22:15:00,server-01,0.13,5.0,14.9,16.91,30.18,72.38,False,normal
2014-02-24 21:05:00,server-01,0.07,5.0,23.12,12.63,31.58,51.46,False,normal
2014-04-10 22:19:00,server-07,21.41,12.95,15.43,0.21,41.4,42.39,False,normal
2014-04-14 10:49:00,server-05,32.79,19.53,6.87,7.93,43.98,40.35,True,thermal_event
2014-02-23 14:45:00,server-10,27.1,20.8,13.91,4.08,45.21,53.72,False,normal
2014-04-15 06:04:00,server-05,99.04,81.52,26.75,17.2,77.4,47.75,True,cpu_spike
2014-04-11 13:29:00,server-04,93.0,72.25,23.78,26.67,75.53,71.31,True,cpu_spike
2014-02-17 05:10:00,server-02,2.03,9.2,20.92,7.72,29.21,66.16,False,normal
2014-04-11 08:05:00,server-03,0.07,5.0,8.7,8.01,29.13,73.88,False,normal
2014-03-09 22:40:00,server-10,18.71,8.26,2.19,2.39,39.46,47.27,False,normal
2014-03-17 05:24:00,server-06,28.63,15.26,0.0,16.05,46.01,71.7,False,normal
2014-04-14 02:29:00,server-05,34.46,31.85,12.85,2.3,48.8,67.45,False,normal
2014-02-27 10:15:00,server-01,0.07,5.0,12.23,8.79,30.05,43.87,True,thermal_event
2014-04-02 22:30:00,server-03,63.91,57.49,22.89,4.84,60.08,66.01,False,normal
2014-02-24 18:20:00,server-01,0.2,5.0,8.65,12.81,29.38,41.41,False,normal
2014-02-26 17:50:00,server-01,0.13,5.52,15.03,5.18,28.42,73.64,True,thermal_event
2014-02-14 18:35:00,server-09,46.02,29.47,18.87,17.77,51.15,69.91,False,normal
2014-04-19 04:14:00,server-04,92.79,87.15,30.36,15.19,78.36,65.13,True,cpu_spike
2014-04-20 22:14:00,server-07,13.16,8.72,7.45,0.21,38.12,63.98,False,normal
2014-03-06 15:24:00,server-06,11.1,5.0,0.0,9.7,37.28,44.1,False,normal
2014-04-10 12:04:00,server-04,94.29,74.83,22.77,16.75,76.64,43.75,True,cpu_spike
2014-02-25 19:35:00,server-08,13.89,14.88,4.64,5.0,36.64,67.4,False,normal
2014-04-06 22:20:00,server-03,0.07,5.0,14.62,17.29,30.87,67.8,False,normal
2014-04-03 09:34:00,server-05,41.46,44.22,17.97,17.24,50.93,70.21,False,normal
2014-04-05 04:24:00,server-05,31.27,22.81,16.33,1.02,47.23,43.65,False,normal
2014-04-11 14:24:00,server-07,17.36,23.13,16.4,0.22,40.75,73.72,False,normal
2014-04-20 07:39:00,server-07,28.66,22.86,19.53,0.21,46.26,49.2,False,normal
2014-02-23 01:30:00,server-02,1.86,5.0,19.03,9.66,31.93,72.39,False,normal
2014-02-23 01:55:00,server-08,6.05,5.0,3.6,3.88,35.0,41.6,False,normal
2014-04-08 11:44:00,server-05,33.85,36.06,10.16,12.86,45.07,70.08,False,normal
2014-03-01 20:24:00,server-06,25.21,12.86,0.0,13.55,40.41,57.26,False,normal
2014-04-16 02:24:00,server-04,90.08,71.41,28.19,29.15,77.39,56.74,True,cpu_spike
2014-04-20 23:14:00,server-04,94.44,88.55,19.64,28.04,77.98,55.1,True,cpu_spike
2014-02-17 04:50:00,server-09,8.8,16.88,10.19,5.39,37.13,62.88,False,normal
2014-02-18 23:35:00,server-08,5.87,5.0,23.23,13.07,33.56,71.38,False,normal
2014-03-09 05:20:00,server-09,10.15,16.27,15.92,1.65,35.17,72.26,False,normal
2014-02-23 19:30:00,server-01,0.13,5.0,13.28,1.52,29.99,71.71,False,normal
2014-04-10 00:04:00,server-05,29.98,34.04,13.05,3.32,45.96,59.63,False,normal
2014-04-06 23:24:00,server-05,33.24,22.59,16.04,9.32,44.84,54.57,False,normal
2014-03-06 05:50:00,server-10,72.71,63.11,3.65,79.86,67.12,66.24,True,network_anomaly
2014-04-10 21:44:00,server-07,24.02,10.99,14.97,0.28,40.0,47.5,False,normal
2014-04-18 07:09:00,server-07,17.27,10.87,6.88,0.23,35.95,56.36,False,normal
2014-02-25 18:45:00,server-01,0.13,5.0,22.24,7.76,32.63,59.99,False,normal
2014-03-01 06:15:00,server-09,13.68,13.92,14.25,9.81,38.63,57.48,False,normal
2014-04-18 03:49:00,server-07,27.71,17.32,4.6,0.2,45.48,48.01,False,normal
2014-04-22 07:39:00,server-04,94.21,76.34,20.69,16.73,78.98,62.62,True,cpu_spike
2014-02-26 11:05:00,server-10,27.94,21.84,20.84,1.88,44.41,56.35,False,normal
2014-02-16 22:45:00,server-02,1.76,5.0,23.5,13.88,30.73,53.17,False,normal
2014-04-08 03:50:00,server-03,0.07,5.0,9.69,8.92,32.19,55.15,False,normal
2014-02-17 22:35:00,server-09,3.85,5.0,15.47,12.24,34.44,47.2,False,normal
2014-02-27 07:15:00,server-01,0.13,5.75,4.17,16.75,29.3,50.36,False,normal
2014-04-15 11:14:00,server-04,93.92,76.39,25.53,26.65,77.03,46.73,True,cpu_spike
2014-04-08 07:30:00,server-03,0.1,5.0,19.28,14.23,28.88,58.47,False,normal
2014-02-27 19:00:00,server-01,0.13,7.66,6.28,7.59,27.67,50.16,True,thermal_event
2014-02-22 23:10:00,server-01,0.13,7.25,20.76,17.05,29.07,61.57,False,normal
2014-04-19 19:19:00,server-04,89.46,83.12,20.53,25.51,73.66,52.72,True,cpu_spike
2014-02-28 17:40:00,server-09,1.61,7.07,8.13,15.97,32.4,64.14,False,normal
2014-02-18 11:15:00,server-08,5.83,10.65,22.66,15.29,31.32,58.81,False,normal
2014-02-22 03:05:00,server-08,6.66,7.93,15.57,5.8,34.61,45.91,False,normal
2014-04-10 23:00:00,server-03,99.74,77.05,13.57,31.68,82.61,68.18,True,cpu_spike
2014-02-22 04:20:00,server-08,6.09,6.88,24.21,7.61,35.81,58.34,False,normal
2014-02-18 07:40:00,server-01,0.13,5.0,21.58,6.28,28.75,70.03,False,normal
2014-03-04 09:50:00,server-10,42.99,39.03,8.47,18.48,51.71,50.6,False,normal
2014-02-22 04:50:00,server-02,1.8,8.62,14.64,9.43,29.53,59.83,False,normal
2014-04-04 04:09:00,server-05,4.04,9.87,11.4,2.4,30.19,64.2,False,normal
2014-04-19 03:24:00,server-07,10.23,17.46,14.89,0.2,34.23,70.1,False,normal
2014-02-17 11:15:00,server-02,1.77,5.0,19.23,12.26,30.8,56.87,False,normal
2014-02-22 02:05:00,server-01,0.13,5.0,23.2,12.53,28.72,56.76,False,normal
2014-04-12 12:49:00,server-05,31.67,34.14,20.12,16.21,44.61,69.61,False,normal
2014-03-18 00:59:00,server-06,21.43,17.71,0.0,11.71,41.09,40.13,False,normal
2014-03-11 18:09:00,server-06,28.48,27.82,0.0,12.11,46.15,49.77,False,normal
2014-02-20 14:30:00,server-02,2.03,5.0,2.19,11.52,33.74,67.36,False,normal
2014-02-25 05:45:00,server-01,0.13,5.0,13.38,11.11,27.97,61.83,False,normal
2014-04-14 15:34:00,server-04,95.44,82.27,21.61,29.22,80.23,62.11,True,cpu_spike
2014-02-17 01:20:00,server-09,0.03,5.0,24.37,6.16,27.38,51.67,False,normal
2014-02-23 13:45:00,server-08,5.84,12.87,14.29,3.07,32.1,46.81,False,normal
2014-03-16 04:54:00,server-06,12.04,5.0,0.0,19.88,38.99,67.32,False,normal
2014-04-05 02:14:00,server-05,35.21,36.52,7.2,17.21,47.25,59.17,False,normal
2014-02-15 05:05:00,server-10,6.79,13.18,17.4,2.04,36.37,48.53,False,normal
2014-04-14 00:44:00,server-07,28.92,22.12,16.15,0.23,41.81,64.77,False,normal
2014-04-13 21:59:00,server-07,24.97,30.24,17.73,3.08,43.83,62.36,False,normal
2014-03-14 02:10:00,server-09,45.91,34.2,19.56,3.67,50.8,44.93,False,normal
2014-03-10 07:35:00,server-10,28.39,20.99,6.09,15.96,43.19,60.45,False,normal
2014-02-21 21:10:00,server-09,11.68,9.23,3.98,14.41,34.77,53.7,False,normal
2014-02-25 03:05:00,server-08,5.84,5.0,19.62,14.03,34.36,47.52,True,thermal_event
2014-02-18 21:30:00,server-10,22.16,11.53,14.89,19.3,38.4,72.25,False,normal
2014-03-06 20:09:00,server-06,22.22,11.43,0.0,4.34,42.72,43.81,False,normal
2014-04-23 13:04:00,server-04,94.63,84.41,31.78,16.98,78.02,51.38,True,cpu_spike
2014-04-04 21:14:00,server-05,35.21,25.82,23.21,9.38,49.22,61.93,False,normal
2014-04-10 14:19:00,server-05,33.69,21.17,9.3,2.51,44.6,50.69,False,normal
2014-04-14 19:09:00,server-04,94.36,78.79,29.41,15.04,75.96,41.86,True,cpu_spike
2014-04-15 21:50:00,server-03,0.1,5.0,24.27,8.57,30.08,55.81,False,normal
2014-02-16 22:45:00,server-01,0.13,5.0,11.59,8.22,29.91,45.36,False,normal
2014-04-19 01:49:00,server-07,13.11,5.0,7.12,0.21,34.05,59.26,False,normal
2014-02-17 20:00:00,server-01,0.07,5.0,7.08,1.96,29.39,55.6,False,normal
2014-02-16 13:40:00,server-02,1.96,5.0,20.28,13.84,29.07,47.78,False,normal
2014-04-23 11:44:00,server-07,14.47,12.51,11.97,0.23,36.13,51.39,False,normal
2014-03-12 01:44:00,server-06,26.6,29.36,0.0,6.7,45.56,49.91,False,normal
2014-04-16 00:24:00,server-07,18.13,24.9,12.48,0.38,39.22,40.98,True,thermal_event
2014-03-11 07:15:00,server-09,13.88,6.86,19.15,12.26,37.93,46.78,False,normal
2014-02-23 00:30:00,server-08,6.02,12.97,3.21,19.61,35.23,46.41,False,normal
2014-03-10 05:25:00,server-09,6.49,13.77,9.76,14.4,31.69,52.43,False,normal
2014-04-15 13:55:00,server-03,0.1,8.31,2.8,19.41,31.27,60.04,False,normal
2014-03-16 10:14:00,server-06,25.62,13.16,0.0,3.1,43.24,67.17,False,normal
2014-03-13 04:44:00,server-06,25.88,15.01,0.0,17.82,42.13,71.12,False,normal
2014-02-17 08:20:00,server-02,1.74,9.77,5.29,16.6,32.09,54.66,False,normal
2014-02-28 02:35:00,server-02,1.8,5.0,7.92,6.89,29.74,63.5,False,normal
2014-03-05 18:49:00,server-06,30.7,31.63,2.09,19.36,46.6,41.54,False,normal
2014-04-12 10:00:00,server-03,0.1,8.34,15.87,8.11,30.63,43.28,False,normal
2014-02-14 04:05:00,server-10,7.12,15.85,19.06,16.47,31.88,57.04,False,normal
2014-02-15 07:40:00,server-02,1.96,8.79,3.81,4.79,28.85,53.64,False,normal
2014-03-12 16:50:00,server-10,19.67,12.41,10.87,3.31,38.56,68.1,False,normal
2014-03-13 23:34:00,server-06,14.78,12.1,0.0,2.18,36.95,68.4,False,normal
2014-04-12 08:19:00,server-07,28.99,30.04,6.34,0.24,42.96,50.33,False,normal
2014-04-03 20:19:00,server-05,41.81,34.38,15.82,3.34,52.48,69.24,False,normal
