timestamp,server_id,cpu_pct,ram_pct,disk_io_mbps,net_mbps,temp_celsius,disk_used_pct,is_anomaly,anomaly_type
2014-02-26 16:30:00,server-01,0.13,5.0,21.19,17.12,29.5,53.09,True,thermal_event
2014-02-26 16:35:00,server-01,0.13,5.0,18.53,8.03,31.43,72.06,True,thermal_event
2014-02-26 16:40:00,server-01,0.13,5.0,14.97,6.1,29.79,60.54,True,thermal_event
2014-02-26 16:45:00,server-01,0.13,5.0,22.58,16.15,31.7,71.55,True,thermal_event
2014-02-26 16:50:00,server-01,0.13,5.0,16.62,18.99,28.51,52.98,True,thermal_event
2014-02-26 16:55:00,server-01,0.13,5.0,12.86,17.29,32.65,60.81,True,thermal_event
2014-02-26 17:00:00,server-01,0.07,5.0,13.56,19.28,28.28,49.81,True,thermal_event
2014-02-26 17:05:00,server-01,0.13,5.0,3.82,7.52,30.28,71.79,True,thermal_event
2014-02-26 17:10:00,server-01,0.13,8.85,15.17,18.58,32.57,50.72,True,thermal_event
2014-02-26 17:15:00,server-01,0.13,5.32,4.01,7.49,30.64,51.31,True,thermal_event
2014-02-26 17:20:00,server-01,0.07,5.0,23.62,11.94,32.1,46.36,True,thermal_event
2014-02-26 17:25:00,server-01,0.13,5.0,21.63,5.55,32.95,44.78,True,thermal_event
2014-02-26 17:30:00,server-01,0.13,9.86,10.46,14.63,28.66,53.47,True,thermal_event
2014-02-26 17:35:00,server-01,0.07,10.01,23.46,6.43,32.75,62.77,True,thermal_event
2014-02-26 17:40:00,server-01,0.13,8.06,15.42,5.71,32.71,68.58,True,thermal_event
2014-02-26 17:45:00,server-01,0.13,5.0,8.92,7.02,31.38,41.95,True,thermal_event
2014-02-26 17:50:00,server-01,0.13,5.52,15.03,5.18,28.42,73.64,True,thermal_event
2014-02-26 17:55:00,server-01,0.13,5.0,17.66,1.34,31.18,44.27,True,thermal_event
2014-02-26 18:00:00,server-01,0.13,8.51,23.62,16.62,27.92,44.21,True,thermal_event
2014-02-26 18:05:00,server-01,0.07,5.0,10.47,11.43,32.63,49.83,True,thermal_event
2014-02-26 18:10:00,server-01,0.13,9.5,5.6,7.89,28.74,71.37,True,thermal_event
2014-02-26 18:15:00,server-01,0.13,6.06,11.96,18.21,28.62,69.54,True,thermal_event
2014-02-26 18:20:00,server-01,0.07,5.0,16.96,13.9,30.02,62.5,True,thermal_event
2014-02-26 18:25:00,server-01,0.13,6.43,5.76,13.31,27.22,58.52,True,thermal_event
2014-02-26 18:30:00,server-01,0.13,6.52,20.32,17.63,28.4,55.56,True,thermal_event
2014-02-26 18:35:00,server-01,0.07,5.0,12.42,11.97,28.98,46.59,True,thermal_event
2014-02-26 18:40:00,server-01,0.13,8.33,12.76,3.12,30.94,41.63,True,thermal_event
2014-02-26 18:45:00,server-01,0.13,6.42,19.55,14.31,31.95,72.64,True,thermal_event
2014-02-26 18:50:00,server-01,0.13,5.0,3.45,18.62,30.96,63.04,True,thermal_event
2014-02-26 18:55:00,server-01,0.13,5.0,3.05,1.48,32.21,46.24,True,thermal_event
2014-02-26 19:00:00,server-01,0.07,5.0,4.94,6.87,31.01,73.09,True,thermal_event
2014-02-26 19:05:00,server-01,0.13,5.0,4.76,1.5,32.87,64.23,True,thermal_event
2014-02-26 19:10:00,server-01,0.13,5.38,4.84,18.45,30.24,61.96,True,thermal_event
2014-02-26 19:15:00,server-01,0.13,8.28,4.0,19.88,28.26,46.93,True,thermal_event
2014-02-26 19:20:00,server-01,0.13,5.0,16.32,7.67,31.72,46.16,True,thermal_event
2014-02-26 19:25:00,server-01,0.13,5.0,18.58,12.42,31.42,69.96,True,thermal_event
2014-02-26 19:30:00,server-01,0.13,5.0,20.03,7.54,32.86,52.33,True,thermal_event
2014-02-26 19:35:00,server-01,0.07,5.0,22.54,13.53,28.44,45.91,True,thermal_event
2014-02-26 19:40:00,server-01,0.13,5.0,16.72,15.65,31.26,46.65,True,thermal_event
2014-02-26 19:45:00,server-01,0.13,5.0,14.01,12.55,29.25,56.58,True,thermal_event
2014-02-26 19:50:00,server-01,0.13,6.75,17.95,17.99,31.76,47.89,True,thermal_event
2014-02-26 19:55:00,server-01,0.13,5.0,7.21,9.11,32.9,56.43,True,thermal_event
2014-02-26 20:00:00,server-01,0.13,9.64,4.11,1.93,27.34,46.56,True,thermal_event
2014-02-26 20:05:00,server-01,0.13,5.0,15.96,15.97,30.1,45.54,True,thermal_event
2014-02-26 20:10:00,server-01,0.07,5.0,21.63,8.24,29.98,45.46,True,thermal_event
2014-02-26 20:15:00,server-01,0.13,9.16,4.29,13.25,32.95,47.78,True,thermal_event
2014-02-26 20:20:00,server-01,0.14,5.0,24.14,13.88,28.17,43.14,True,thermal_event
2014-02-26 20:25:00,server-01,0.14,6.95,21.76,13.66,29.68,64.76,True,thermal_event
2014-02-26 20:30:00,server-01,0.13,5.7,8.03,17.33,29.94,51.35,True,thermal_event
2014-02-26 20:35:00,server-01,0.07,5.0,19.34,3.49,32.85,47.58,True,thermal_event
2014-02-26 20:40:00,server-01,0.13,9.16,17.89,3.9,32.58,57.79,True,thermal_event
2014-02-26 20:45:00,server-01,0.14,5.0,16.6,15.33,33.05,52.11,True,thermal_event
2014-02-26 20:50:00,server-01,0.13,5.0,24.78,17.3,31.37,63.28,True,thermal_event
2014-02-26 20:55:00,server-01,0.13,5.0,17.76,17.34,32.82,54.18,True,thermal_event
2014-02-26 21:00:00,server-01,0.27,5.0,10.67,16.6,33.09,47.39,True,thermal_event
2014-02-26 21:05:00,server-01,0.2,5.0,17.09,18.1,32.48,67.66,True,thermal_event
2014-02-26 21:10:00,server-01,0.26,5.0,13.01,16.18,31.02,58.61,True,thermal_event
2014-02-26 21:15:00,server-01,0.2,5.0,8.25,13.99,27.73,48.27,True,thermal_event
2014-02-26 21:20:00,server-01,0.13,7.25,13.17,6.99,32.77,67.03,True,thermal_event
2014-02-26 21:25:00,server-01,0.07,5.0,17.02,7.16,30.99,47.69,True,thermal_event
2014-02-26 21:30:00,server-01,0.13,5.0,10.86,8.62,31.77,63.24,True,thermal_event
2014-02-26 21:35:00,server-01,0.13,5.0,7.27,16.74,29.26,42.21,True,thermal_event
2014-02-26 21:40:00,server-01,0.13,5.0,18.8,16.02,28.98,59.9,True,thermal_event
2014-02-26 21:45:00,server-01,0.07,5.0,20.38,18.8,29.24,54.98,True,thermal_event
2014-02-26 21:50:00,server-01,0.13,5.0,18.57,2.37,32.58,51.98,True,thermal_event
2014-02-26 21:55:00,server-01,0.13,8.78,11.85,1.32,27.61,65.23,True,thermal_event
2014-02-26 22:00:00,server-01,0.13,5.0,15.63,5.02,30.35,52.52,True,thermal_event
2014-02-26 22:05:00,server-01,2.34,5.0,6.25,10.07,28.99,48.88,True,thermal_event
2014-02-26 22:10:00,server-01,0.13,5.0,12.0,4.01,30.8,62.82,True,thermal_event
2014-02-26 22:15:00,server-01,0.07,5.0,4.21,14.85,28.88,72.93,True,thermal_event
2014-02-26 22:20:00,server-01,0.13,5.0,15.15,15.29,32.75,54.12,True,thermal_event
2014-02-26 22:25:00,server-01,0.07,5.0,14.24,13.3,30.43,58.31,True,thermal_event
2014-02-26 22:30:00,server-01,0.13,5.0,6.96,4.13,29.97,42.8,True,thermal_event
2014-02-26 22:35:00,server-01,0.13,5.0,15.84,15.64,30.98,63.62,True,thermal_event
2014-02-26 22:40:00,server-01,0.13,5.0,2.65,19.22,32.85,58.72,True,thermal_event
2014-02-26 22:45:00,server-01,0.13,5.0,12.93,11.35,32.11,72.76,True,thermal_event
2014-02-26 22:50:00,server-01,0.13,8.12,23.64,14.01,31.26,50.81,True,thermal_event
2014-02-26 22:55:00,server-01,0.13,5.51,4.65,2.74,29.04,46.59,True,thermal_event
2014-02-26 23:00:00,server-01,0.13,5.82,23.94,13.77,30.89,46.36,True,thermal_event
2014-02-26 23:05:00,server-01,0.13,5.0,4.87,1.87,27.48,69.48,True,thermal_event
2014-02-26 23:10:00,server-01,0.07,5.0,19.82,10.24,32.99,59.71,True,thermal_event
2014-02-26 23:15:00,server-01,0.33,5.0,12.49,18.51,31.43,40.04,True,thermal_event
2014-02-26 23:20:00,server-01,0.13,5.0,11.68,11.66,28.92,63.29,True,thermal_event
2014-02-26 23:25:00,server-01,0.07,5.0,12.01,8.62,30.59,72.32,True,thermal_event
2014-02-26 23:30:00,server-01,0.13,6.44,22.35,2.69,29.38,52.16,True,thermal_event
2014-02-26 23:35:00,server-01,0.13,7.27,17.88,1.64,27.27,54.23,True,thermal_event
2014-02-26 23:40:00,server-01,0.13,5.0,10.12,14.28,27.29,65.87,True,thermal_event
2014-02-26 23:45:00,server-01,0.07,5.0,24.43,11.74,32.81,55.45,True,thermal_event
2014-02-26 23:50:00,server-01,0.13,5.0,4.53,13.06,27.89,64.36,True,thermal_event
2014-02-26 23:55:00,server-01,0.14,5.0,7.12,4.91,30.63,65.17,True,thermal_event
2014-02-27 00:00:00,server-01,0.13,5.0,6.12,7.65,28.03,54.47,True,thermal_event
2014-02-27 00:05:00,server-01,0.13,9.86,6.75,6.69,32.19,61.49,True,thermal_event
2014-02-27 00:10:00,server-01,0.07,5.0,23.07,12.79,30.45,51.74,True,thermal_event
2014-02-27 00:15:00,server-01,0.13,5.0,11.05,18.53,29.67,50.45,True,thermal_event
2014-02-27 00:20:00,server-01,0.07,8.08,9.6,5.97,32.57,66.09,True,thermal_event
2014-02-27 00:25:00,server-01,0.13,5.0,9.07,5.89,32.45,61.42,True,thermal_event
2014-02-27 00:30:00,server-01,0.13,5.0,11.1,18.63,31.58,48.49,True,thermal_event
2014-02-27 00:35:00,server-01,0.07,5.0,18.23,17.3,29.74,47.92,True,thermal_event
2014-02-27 00:40:00,server-01,0.13,5.0,22.26,17.66,30.22,63.66,True,thermal_event
2014-02-27 00:45:00,server-01,0.13,5.0,17.12,11.67,27.35,51.49,True,thermal_event
2014-02-27 00:50:00,server-01,0.07,5.0,11.66,12.5,32.64,74.59,True,thermal_event
2014-02-27 00:55:00,server-01,0.13,5.52,17.39,11.13,30.2,70.03,True,thermal_event
2014-02-27 01:00:00,server-01,0.13,5.0,8.2,5.73,27.11,71.3,True,thermal_event
2014-02-27 01:05:00,server-01,0.13,5.0,15.13,3.45,27.76,56.76,True,thermal_event
2014-02-27 01:10:00,server-01,0.07,8.04,3.0,7.21,30.14,46.75,True,thermal_event
2014-02-27 01:15:00,server-01,0.13,5.0,16.5,15.9,29.9,60.5,True,thermal_event
2014-02-27 01:20:00,server-01,0.13,5.0,21.76,3.39,27.32,49.73,True,thermal_event
2014-02-27 01:25:00,server-01,0.13,8.69,11.96,6.78,27.96,61.38,True,thermal_event
2014-02-27 01:30:00,server-01,0.07,5.0,15.03,16.64,31.46,52.45,True,thermal_event
2014-02-27 01:35:00,server-01,0.13,5.0,5.14,3.18,29.84,70.05,True,thermal_event
2014-02-27 01:40:00,server-01,0.13,5.0,21.88,11.05,28.21,60.38,True,thermal_event
2014-02-27 01:45:00,server-01,0.07,9.33,16.44,16.95,30.37,55.06,True,thermal_event
2014-02-27 01:50:00,server-01,0.13,5.0,20.54,18.53,32.73,49.14,True,thermal_event
2014-02-27 01:55:00,server-01,0.13,5.0,10.29,6.67,29.03,53.58,True,thermal_event
2014-02-27 02:00:00,server-01,0.13,5.0,3.95,5.23,29.29,70.98,True,thermal_event
2014-02-27 02:05:00,server-01,0.07,6.63,8.82,4.49,27.98,63.48,True,thermal_event
2014-02-27 02:10:00,server-01,0.13,5.0,5.12,17.3,29.81,46.41,True,thermal_event
2014-02-27 02:15:00,server-01,0.2,5.0,11.35,13.46,28.49,55.78,True,thermal_event
2014-02-27 02:20:00,server-01,0.07,5.0,15.33,10.58,31.84,53.87,True,thermal_event
2014-02-27 02:25:00,server-01,0.13,5.0,20.9,16.79,31.82,74.6,True,thermal_event
2014-02-27 02:30:00,server-01,0.07,8.0,16.98,14.5,30.45,49.82,True,thermal_event
2014-02-27 02:35:00,server-01,0.13,5.0,19.33,19.23,31.9,43.14,True,thermal_event
2014-02-27 02:40:00,server-01,0.13,7.9,17.24,10.26,27.45,49.22,True,thermal_event
2014-02-27 02:45:00,server-01,0.07,6.89,24.85,6.74,27.38,47.99,True,thermal_event
2014-02-27 02:50:00,server-01,0.13,9.06,20.26,16.86,28.05,68.53,True,thermal_event
2014-02-27 02:55:00,server-01,0.13,5.0,16.02,6.33,28.15,66.31,True,thermal_event
2014-02-27 03:00:00,server-01,0.13,5.29,18.79,15.32,28.26,44.67,True,thermal_event
2014-02-27 03:05:00,server-01,0.14,5.0,24.86,12.85,27.89,44.71,True,thermal_event
2014-02-27 03:10:00,server-01,0.13,5.0,11.23,19.84,32.33,48.04,True,thermal_event
2014-02-27 03:15:00,server-01,0.07,5.0,7.05,5.82,27.44,64.23,True,thermal_event
2014-02-27 03:20:00,server-01,0.13,5.0,17.42,9.13,32.66,40.37,True,thermal_event
2014-02-27 03:25:00,server-01,0.13,5.0,21.69,3.7,30.73,66.28,True,thermal_event
2014-02-27 03:30:00,server-01,0.07,5.0,9.25,18.07,28.7,52.96,True,thermal_event
2014-02-27 03:35:00,server-01,0.13,5.0,3.29,18.89,28.45,60.36,True,thermal_event
2014-02-27 03:40:00,server-01,1.53,5.0,19.7,16.51,27.94,49.48,True,thermal_event
2014-02-27 03:45:00,server-01,0.13,5.0,23.11,16.06,30.31,56.05,True,thermal_event
2014-02-27 03:50:00,server-01,0.07,6.25,23.77,16.19,31.82,72.1,True,thermal_event
2014-02-27 03:55:00,server-01,0.14,5.0,2.38,9.63,28.05,67.9,True,thermal_event
2014-02-27 04:00:00,server-01,0.13,5.0,8.73,17.74,31.95,65.28,True,thermal_event
2014-02-27 04:05:00,server-01,0.13,7.78,23.07,5.92,29.84,67.17,True,thermal_event
2014-02-27 04:10:00,server-01,0.07,5.0,4.34,18.43,31.18,51.24,True,thermal_event
2014-02-27 04:15:00,server-01,0.13,5.85,7.99,3.01,30.67,70.18,True,thermal_event
2014-02-27 04:20:00,server-01,0.13,5.0,23.29,1.95,30.32,58.79,True,thermal_event
2014-02-27 04:25:00,server-01,0.07,5.0,23.17,3.93,30.81,51.88,True,thermal_event
2014-02-27 04:30:00,server-01,0.13,5.0,22.06,2.22,30.66,68.09,True,thermal_event
2014-02-27 04:35:00,server-01,0.07,5.0,15.45,14.07,31.58,49.86,True,thermal_event
2014-02-27 04:40:00,server-01,0.13,5.0,7.86,10.64,32.75,56.99,True,thermal_event
2014-02-27 04:45:00,server-01,0.13,5.5,16.43,9.58,27.52,46.52,True,thermal_event
2014-02-27 04:50:00,server-01,0.13,5.0,4.99,2.63,30.25,73.81,True,thermal_event
2014-02-27 04:55:00,server-01,0.13,9.76,2.97,14.24,30.38,68.26,True,thermal_event
2014-02-27 05:00:00,server-01,0.07,8.38,19.08,1.95,32.89,42.59,True,thermal_event
2014-02-27 05:05:00,server-01,0.13,5.0,21.67,17.4,31.23,67.93,True,thermal_event
2014-02-27 05:10:00,server-01,0.14,5.0,23.45,12.37,30.59,61.68,True,thermal_event
2014-02-27 05:15:00,server-01,0.13,5.0,7.79,7.74,31.48,71.41,True,thermal_event
2014-02-27 05:20:00,server-01,0.07,5.0,4.52,2.94,32.47,73.09,True,thermal_event
2014-02-27 05:25:00,server-01,0.13,5.0,19.21,5.75,28.16,40.75,True,thermal_event
2014-02-27 05:30:00,server-01,0.07,5.0,21.71,3.84,28.09,63.77,True,thermal_event
2014-02-27 05:35:00,server-01,0.13,7.7,17.76,5.95,29.36,73.53,True,thermal_event
2014-02-27 05:40:00,server-01,0.13,5.0,22.9,15.06,30.3,46.84,True,thermal_event
2014-02-27 05:45:00,server-01,0.14,5.0,24.45,6.59,32.5,40.65,True,thermal_event
2014-02-27 05:50:00,server-01,0.07,5.0,13.55,10.85,30.51,51.57,True,thermal_event
2014-02-27 05:55:00,server-01,0.13,5.0,8.23,1.4,32.23,61.48,True,thermal_event
2014-02-27 06:00:00,server-01,0.13,5.0,10.68,10.64,30.74,70.62,True,thermal_event
2014-02-27 06:05:00,server-01,0.13,5.0,6.36,13.96,30.81,71.63,True,thermal_event
2014-02-27 06:10:00,server-01,0.07,5.0,11.14,13.06,32.72,60.92,True,thermal_event
2014-02-27 06:15:00,server-01,0.13,5.0,9.28,5.43,32.59,56.6,True,thermal_event
2014-02-27 06:20:00,server-01,0.13,5.0,20.28,4.04,27.99,54.64,True,thermal_event
2014-02-27 06:25:00,server-01,0.07,5.0,22.37,7.64,31.89,44.68,True,thermal_event
2014-02-27 08:55:00,server-01,0.2,5.0,18.33,18.77,28.07,54.63,True,thermal_event
2014-02-27 09:00:00,server-01,0.13,5.68,20.64,4.25,31.67,42.19,True,thermal_event
2014-02-27 09:05:00,server-01,0.07,5.0,12.38,11.15,31.97,66.47,True,thermal_event
2014-02-27 09:10:00,server-01,0.13,5.0,23.47,17.3,30.4,71.13,True,thermal_event
2014-02-27 09:15:00,server-01,0.13,7.97,22.29,10.53,31.11,70.9,True,thermal_event
2014-02-27 09:20:00,server-01,0.13,5.0,6.69,16.48,31.55,57.7,True,thermal_event
2014-02-27 09:25:00,server-01,0.13,9.38,16.6,17.78,32.55,66.25,True,thermal_event
2014-02-27 09:30:00,server-01,0.13,5.0,19.66,4.36,28.55,59.33,True,thermal_event
2014-02-27 09:35:00,server-01,0.2,9.63,24.2,3.06,28.24,63.23,True,thermal_event
2014-02-27 09:40:00,server-01,0.13,5.0,20.2,4.82,30.72,43.47,True,thermal_event
2014-02-27 09:45:00,server-01,0.14,9.53,14.43,10.65,29.16,46.54,True,thermal_event
2014-02-27 09:50:00,server-01,0.13,5.0,18.95,14.84,29.93,64.79,True,thermal_event
2014-02-27 09:55:00,server-01,0.13,5.0,19.58,18.88,32.78,56.88,True,thermal_event
2014-02-27 10:00:00,server-01,0.14,5.0,10.87,13.36,30.84,52.96,True,thermal_event
2014-02-27 10:05:00,server-01,0.13,8.09,15.39,1.12,30.3,43.52,True,thermal_event
2014-02-27 10:10:00,server-01,0.13,5.52,17.05,6.06,30.79,56.35,True,thermal_event
2014-02-27 10:15:00,server-01,0.07,5.0,12.23,8.79,30.05,43.87,True,thermal_event
2014-02-27 10:20:00,server-01,0.13,7.18,24.31,8.96,30.93,58.94,True,thermal_event
2014-02-27 10:25:00,server-01,0.13,5.0,8.87,13.55,31.12,74.67,True,thermal_event
2014-02-27 10:30:00,server-01,0.07,5.0,20.9,3.86,29.24,73.37,True,thermal_event
2014-02-27 10:35:00,server-01,0.13,5.0,11.18,8.3,32.29,60.12,True,thermal_event
2014-02-27 10:40:00,server-01,0.07,5.0,4.17,7.15,30.73,60.76,True,thermal_event
2014-02-27 10:45:00,server-01,0.13,5.0,22.5,4.09,30.68,63.49,True,thermal_event
2014-02-27 10:50:00,server-01,0.13,5.0,16.45,1.17,28.85,44.78,True,thermal_event
2014-02-27 10:55:00,server-01,0.13,5.0,21.82,1.43,29.92,66.77,True,thermal_event
2014-02-27 11:00:00,server-01,0.14,10.06,11.48,12.22,27.45,55.33,True,thermal_event
2014-02-27 11:05:00,server-01,0.07,5.0,16.23,10.2,30.35,60.84,True,thermal_event
2014-02-27 11:10:00,server-01,0.13,5.0,9.06,13.91,29.18,61.62,True,thermal_event
2014-02-27 11:15:00,server-01,0.13,5.0,15.13,8.71,30.12,68.1,True,thermal_event
2014-02-27 11:20:00,server-01,0.07,5.0,20.45,17.09,29.81,50.11,True,thermal_event
2014-02-27 11:25:00,server-01,0.14,5.0,12.54,18.93,29.46,60.35,True,thermal_event
2014-02-27 11:30:00,server-01,0.13,5.0,20.59,3.03,31.73,58.68,True,thermal_event
2014-02-27 11:35:00,server-01,0.13,5.96,8.1,7.0,28.07,62.4,True,thermal_event
2014-02-27 11:40:00,server-01,0.07,5.0,20.54,17.64,28.06,69.25,True,thermal_event
2014-02-27 11:45:00,server-01,0.13,5.0,24.69,4.12,29.82,53.88,True,thermal_event
2014-02-27 11:50:00,server-01,0.07,5.0,8.67,12.43,32.07,46.27,True,thermal_event
2014-02-27 11:55:00,server-01,0.13,5.0,14.3,5.8,31.69,40.02,True,thermal_event
2014-02-27 12:00:00,server-01,0.2,5.0,22.18,11.89,31.09,41.44,True,thermal_event
2014-02-27 12:05:00,server-01,0.07,5.0,13.1,13.67,28.45,60.83,True,thermal_event
2014-02-27 12:10:00,server-01,0.13,5.0,12.9,16.83,27.7,52.17,True,thermal_event
2014-02-27 12:15:00,server-01,0.13,5.0,24.64,5.49,32.83,67.59,True,thermal_event
2014-02-27 12:20:00,server-01,0.07,5.0,23.05,1.9,31.11,65.21,True,thermal_event
2014-02-27 12:25:00,server-01,0.13,5.0,19.47,8.66,32.28,60.88,True,thermal_event
2014-02-27 12:30:00,server-01,0.13,9.48,16.84,1.33,29.21,50.25,True,thermal_event
2014-02-27 12:35:00,server-01,0.07,5.0,14.83,15.58,29.66,58.95,True,thermal_event
2014-02-27 12:40:00,server-01,0.13,5.0,21.43,19.82,30.48,57.59,True,thermal_event
2014-02-27 12:45:00,server-01,0.13,5.0,13.04,14.7,27.78,56.52,True,thermal_event
2014-02-27 12:50:00,server-01,0.07,5.0,11.53,13.21,27.71,66.25,True,thermal_event
2014-02-27 12:55:00,server-01,0.2,5.0,11.84,17.88,28.48,72.16,True,thermal_event
2014-02-27 13:00:00,server-01,0.07,5.0,8.97,19.41,30.6,41.51,True,thermal_event
2014-02-27 13:05:00,server-01,0.13,9.21,13.13,13.64,30.42,72.52,True,thermal_event
2014-02-27 13:10:00,server-01,0.13,5.0,20.83,8.11,27.3,44.96,True,thermal_event
2014-02-27 13:15:00,server-01,0.13,8.32,19.9,3.22,30.73,55.27,True,thermal_event
2014-02-27 13:20:00,server-01,0.13,5.0,12.99,6.99,28.14,72.86,True,thermal_event
2014-02-27 13:25:00,server-01,0.07,5.0,6.16,12.57,28.33,62.23,True,thermal_event
2014-02-27 13:30:00,server-01,0.13,5.0,17.18,9.35,30.06,56.81,True,thermal_event
2014-02-27 13:35:00,server-01,0.13,5.0,10.94,11.28,29.02,60.91,True,thermal_event
2014-02-27 13:40:00,server-01,0.13,5.0,15.82,7.2,32.01,48.11,True,thermal_event
2014-02-27 13:45:00,server-01,0.2,6.78,7.18,1.12,32.92,50.06,True,thermal_event
2014-02-27 13:50:00,server-01,0.13,5.0,18.76,5.15,32.04,71.48,True,thermal_event
2014-02-27 13:55:00,server-01,0.13,5.0,3.3,15.08,31.02,73.13,True,thermal_event
2014-02-27 14:00:00,server-01,0.13,5.0,23.4,2.29,29.9,72.31,True,thermal_event
2014-02-27 14:05:00,server-01,0.07,5.0,16.72,13.03,27.98,67.03,True,thermal_event
2014-02-27 14:10:00,server-01,0.13,5.0,14.33,11.37,29.15,51.23,True,thermal_event
2014-02-27 14:15:00,server-01,0.13,5.0,17.53,11.53,30.57,50.68,True,thermal_event
2014-02-27 14:20:00,server-01,0.13,5.0,17.67,7.58,28.94,54.21,True,thermal_event
2014-02-27 14:25:00,server-01,0.07,5.0,24.48,7.23,27.54,42.33,True,thermal_event
2014-02-27 14:30:00,server-01,0.13,7.15,9.73,1.99,27.35,50.8,True,thermal_event
2014-02-27 14:35:00,server-01,0.13,5.0,4.13,9.52,29.9,66.76,True,thermal_event
2014-02-27 14:40:00,server-01,0.13,5.0,16.69,7.78,29.7,58.51,True,thermal_event
2014-02-27 14:45:00,server-01,0.2,5.0,19.1,14.91,31.84,56.14,True,thermal_event
2014-02-27 14:50:00,server-01,0.13,6.23,10.2,6.71,30.49,46.98,True,thermal_event
2014-02-27 14:55:00,server-01,0.2,5.0,8.66,18.12,29.1,57.09,True,thermal_event
2014-02-27 15:00:00,server-01,0.13,5.0,14.29,5.22,28.37,42.91,True,thermal_event
2014-02-27 15:05:00,server-01,0.13,5.0,20.11,14.08,30.93,72.15,True,thermal_event
2014-02-27 15:10:00,server-01,0.07,5.0,24.55,9.12,29.88,58.72,True,thermal_event
2014-02-27 15:15:00,server-01,0.13,5.0,6.03,18.36,31.83,56.8,True,thermal_event
2014-02-27 15:20:00,server-01,0.13,6.66,12.93,1.18,29.68,51.06,True,thermal_event
2014-02-27 15:25:00,server-01,0.07,5.0,3.44,4.45,28.87,51.44,True,thermal_event
2014-02-27 15:30:00,server-01,0.13,5.0,17.2,18.61,29.96,68.2,True,thermal_event
2014-02-27 15:35:00,server-01,0.13,5.0,13.77,2.93,27.71,54.87,True,thermal_event
2014-02-27 15:40:00,server-01,0.13,7.5,13.0,6.56,30.05,65.73,True,thermal_event
